id,recipient_primary_major,recipient_secondary_majors,recipient_graduation_date,recipient_education_level,recipient_primary_college,recipient_gender,recipient_ethnicity,recipient_graduation_group_name,response_graduation_date,response_status,outcome,employer_name,employer_industry,employment_category,employment_type,job_function,job_position,employed_during_education,continuing_education_school,continuing_education_level,continuing_education_major,still_looking_option,not_seeking_option,annual_salary,pay_schedule,bonus_amount,other_compensation,job_alignment,el_participation,el_helpfulness,el_most_helpful,job_alignment_num,el_helpfulness_num,el_helpfulness_binary,el_count,el_participation_binary
5355862,Sociology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Chi Alpha Campus Ministries,Religious Work,Temporary/Contract Work Assignment,Full-Time,Education / Teaching / Training,Give-a-year,NA,NA,NA,NA,NA,NA,32400,Monthly Stipend,0,0,No opinion,Community-based project (service learning or volunteer),Neutral,Community-based project (service learning or volunteerism),2,2,0,1,1
5355869,Sociology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Male,Latino(a),23-May,7/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",Somewhat,Learning community or other formal program in which one group of students takes two or more classes together,2,3,1,4,1
5355870,Psychology~Sociology,Psychology,5/13/2022,Associates,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355874,Geosciences~Geographic Information Systems,Geosciences,5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",2,3,1,3,1
5355885,Wildlife Biology],Wildlife Biology,5/1/2024,Bachelors,College of Forestry & Conserv,NA,Latino(a),23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,This position fails to meet my expectations,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",1,1,0,1,1
5355886,Environmental Studies,Sustainability Sci Practice,5/2/2023,Bachelors,NA,Woman,NA,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,4,1,4,1
5355890,Anthropology,History,5/1/2025,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Continuing Education,NA,NA,NA,NA,NA,This position meets my expectations,Work with a faculty member on a research project,Neutral,Work with a faculty member on a research project,3,2,0,1,1
5355891,Speech Language Pathology Asst,NA,5/12/2023,Certificate,College of Health,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355893,Psychology,NA,5/16/2023,Bachelors,NA,NA,NA,23-May,5/1/2023,submitted,Working,City of Spokane Parks and Rec,Summer Camps/Outdoor Recreation,Organization,Full-Time,Counseling,Camp Counselor,NA,NA,NA,NA,NA,NA,39520,Hourly Wage,0,0,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5355897,Management & Entrepreneurship,NA,5/10/2023,Associates,College of Business,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355899,History,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,7/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",2,4,1,4,1
5355900,Psychology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355903,Sociology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,NA,23-May,5/1/2023,submitted,Working,Caras Real Estate,Real Estate,Organization,Full-Time,Other,Receptionist,Yes,NA,NA,NA,NA,NA,29120,Hourly Wage,0,0,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355904,Mathematics~Secondary Certification,Mathematics,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,4/1/2023,submitted,Working,Bitterroot Valley Education Cooperative (BVEC),K-12 Education,Organization,Full-Time,Community & Social Services,High School Math Teacher,NA,NA,NA,NA,NA,NA,35627,Annual Salary,0,0,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",3,3,1,4,1
5355906,English,Japanese,5/10/2024,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2024,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",2,4,1,3,1
5355908,Sustainable Construction Tech,NA,5/13/2022,Certificate,Missoula College,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Home ReSource,Non-Profit - Other,Organization,Full-Time,General Management,Procurement manager,Yes,NA,NA,NA,NA,NA,42000,Annual Salary,NA,NA,No opinion,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Neutral,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,2,0,1,1
5355909,Diesel Technology,NA,5/1/2026,Associates,Missoula College,Male,Native American/Alaskan Native,23-May,5/1/2023,submitted,Working,"Warren Transport, Inc.",Transportation & Logistics,Organization,Full-Time,Maintenance/Skilled Laborer,Diesel Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Neutral,"Internship, field experience, student teaching, practicum or clinical placement",3,2,0,4,1
5355912,Management Information Systems~Cybersecurity Management,Management Information Systems,5/10/2024,Bachelors,College of Business,Male,White/Caucasian,23-May,7/1/2023,submitted,Working,Moss Adams,Accounting,Organization,Full-Time,Consulting,IT Compliance Consultant,NA,NA,NA,NA,NA,NA,73000,Annual Salary,0,0,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5355922,Social Work,NA,5/10/2024,Bachelors,College of Health,Female,Native American/Alaskan Native,23-May,4/1/2023,submitted,Working,Blackfeet Community College,Higher Education,Organization,Full-Time,Human Resources,Human Resources Assistant,Yes,NA,NA,NA,NA,NA,31200,Annual Salary,0,0,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5355925,Marketing,NA,5/12/2023,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355933,Food Serv. Entp. & Hospitality,NA,5/1/2026,Associates,Missoula College,Female,Black or African American,23-May,5/1/2024,submitted,Working,None right now,Other Education,Freelancer,Part-Time,Other,None,NA,NA,NA,NA,NA,NA,12000,Monthly Stipend,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355934,Art,NA,5/10/2024,Bachelors,College of the Arts and Media,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Scheels,Retail Stores,Entrepreneur,Full-Time,Other,Support,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5355942,Anthropology,Anthropology,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,YMCA,Non-Profit - Other,Organization,Full-Time,Education / Teaching / Training,Counselor and after school worker,NA,NA,NA,NA,NA,NA,30160,Hourly Wage,0,0,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism)",3,4,1,7,1
5355943,Management & Entrepreneurship,NA,5/10/2024,Bachelors,College of Business,Female,Black or African American,23-May,NA,submitted,Working,Not provided,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355945,Surgical Technology,NA,5/1/2026,Associates,Missoula College,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Oral Surgical Associates,Healthcare,Organization,Full-Time,Healthcare Services,Certified Surgical Technologist,Yes,NA,NA,NA,NA,NA,NA,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",3,3,1,4,1
5355953,Theatre~Entertainment Management,Theatre,5/12/2023,Bachelors,College of the Arts and Media,Female,Latino(a),23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,This position exceeds my expectations,"Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,4,1,2,1
5355954,Geography,"Water Science and Society, History",5/10/2024,Bachelors,College of Forestry & Conserv,Female,Latino(a),23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355957,Psychology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Restaurant,Restaurants & Food Service,Organization,Full-Time,Other,Server,Yes,NA,NA,NA,NA,NA,33280,Hourly Wage,NA,NA,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5355958,Enviro Sci and Sustainability,NA,5/12/2023,Bachelors,College of Forestry & Conserv,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,University of Montana,Environmental Services,Organization,Full-Time,Data & Analytics,Hydrotech,Yes,NA,NA,NA,NA,NA,50000,Annual Salary,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5355961,"Women's, Gender & Sexuality St",NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,Latino(a),23-May,5/1/2023,submitted,Working,International Rescue Committee,Non-Profit - Other,Organization,Part-Time,Human Resources,Childcare Placement Intern,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",3,3,1,3,1
5355962,Biochemistry,NA,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Sunburst Sensors,Biotech & Life Sciences,Temporary/Contract Work Assignment,Full-Time,Lab Work/Science,Technician,Yes,NA,NA,NA,NA,NA,35360,Hourly Wage,0,0,This position fails to meet my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Work with a faculty member on a research project",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project",1,4,1,5,1
5355964,Biology,NA,5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,USDA Forest Service,Forestry,Organization,Full-Time,Military & Protective Services,Wildland Firefighter,NA,NA,NA,NA,NA,NA,33280,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Work with a faculty member on a research project",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project",3,4,1,5,1
5355969,Computer Science,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",No,"Internship, field experience, student teaching, practicum or clinical placement",2,1,0,5,1
5355972,Creative Writing,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,4,1,1,1
5355973,Psychology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,YMCA,Non-Profit - Other,Organization,Full-Time,Community & Social Services,Assistant teacher,Yes,NA,NA,NA,NA,NA,33280,Hourly Wage,0,0,No opinion,"First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",Somewhat,"First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",2,3,1,1,1
5355978,Social Work,NA,5/10/2024,Bachelors,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,"Family Community Connections, INC",Social Assistance,Organization,Full-Time,Community & Social Services,Family Engagement Coordinator,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5355979,Social Work,NA,5/10/2024,Bachelors,College of Health,Female,Native American/Alaskan Native,23-May,5/1/2023,submitted,Working,Youth Homes,Non-Profit - Other,Organization,Full-Time,Community & Social Services,Youth Counselor,Yes,NA,NA,NA,NA,NA,33280,Hourly Wage,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",2,3,1,3,1
5355980,Enviro Sci and Sustainability,Geographic Information Systems,5/12/2023,Bachelors,College of Forestry & Conserv,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Water and Environmental Technologies,Scientific and Technical Consulting,Organization,Full-Time,Consulting,Staff Biologist,Yes,NA,NA,NA,NA,NA,48000,Annual Salary,2000,NA,This position fails to meet my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project",Neutral,"Internship, field experience, student teaching, practicum or clinical placement",1,2,0,5,1
5355981,Anthropology~Forensic Studies,Anthropology,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Target,Retail Stores,Organization,Full-Time,Other,General Merchendise Expert,Yes,NA,NA,NA,NA,NA,36524.8,Hourly Wage,NA,NA,This position fails to meet my expectations,None of the above,NA,NA,1,NA,NA,0,0
5355982,Social Work,NA,5/10/2024,Bachelors,College of Health,Female,NA,23-May,5/1/2023,submitted,Working,Fort Peck Tribal Courts,Legal & Law Enforcement,Organization,Full-Time,Legal,Truancy Court Coordinator,Yes,NA,NA,NA,NA,NA,35526.4,Hourly Wage,0,0,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",No,"Internship, field experience, student teaching, practicum or clinical placement",3,1,0,3,1
5355985,Registered Nursing,NA,5/1/2025,Associates,Missoula College,Female,Native American/Alaskan Native,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Continuing Education,NA,NA,NA,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,3,1
5355986,Information Technology~Computer Support,Information Technology,5/1/2026,Associates,Missoula College,Male,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355987,Medical Information Technology~Medical Reception,Medical Information Technology,5/13/2022,Certificate,Missoula College,Female,NA,23-May,5/1/2023,submitted,Not Seeking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taking time off,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",2,3,1,3,1
5355995,Linguistics,NA,5/10/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,Community-based project (service learning or volunteer),Neutral,None of the experiential learning activities I participated in at UM were helpful.,2,2,0,1,1
5355997,Wildlife Biology,NA,5/10/2024,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355998,Psychology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Continuing Education,NA,NA,NA,NA,NA,This position exceeds my expectations,None of the above,NA,NA,3,NA,NA,0,0
5356002,Social Work,NA,5/12/2023,Bachelors,College of Health,Female,Native American/Alaskan Native,23-May,5/1/2023,submitted,Working,Blackfeet Community College,Higher Education,Organization,Full-Time,Data & Analytics,Adminstrative Assistant,Yes,NA,NA,NA,NA,NA,39728,Hourly Wage,NA,NA,This position fails to meet my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",No,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",1,1,0,4,1
5356003,Social Work,NA,5/10/2024,Bachelors,College of Health,Male,Native American/Alaskan Native,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,4,1,4,1
5356007,Social Work,NA,5/10/2023,Bachelors,College of Health,Male,White/Caucasian,23-May,5/1/2023,submitted,Working,Sarasas Ektra,K-12 Education,Temporary/Contract Work Assignment,Full-Time,Education / Teaching / Training,Teacher,NA,NA,NA,NA,NA,NA,12439.99,Monthly Stipend,0,81.84,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5356011,Art~Secondary Certification,Art,5/12/2023,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Mission Bistro,K-12 Education,Organization,Full-Time,Design / Art,Early Childhood Teacher,Yes,NA,NA,NA,NA,NA,20800,Hourly Wage,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",2,4,1,3,1
5356016,Management & Entrepreneurship,NA,5/10/2024,Bachelors,College of Business,Female,NA,23-May,5/1/2023,submitted,Working,U.S. Department of Homeland Security,"Government - Local, State & Federal",Organization,Full-Time,Other,Transportation Security Officer,Yes,NA,NA,NA,NA,NA,38000,Annual Salary,1000,NA,This position fails to meet my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer)",Somewhat,None of the experiential learning activities I participated in at UM were helpful.,1,3,1,4,1
5356017,Food Serv. Entp. & Hospitality,NA,5/1/2027,Certificate,Missoula College,Male,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356021,Speech Language Pathology Asst,NA,5/12/2023,Certificate,College of Health,Female,Latino(a),23-May,5/1/2023,submitted,Working,Madison School District 321,K-12 Education,Organization,Part-Time,Education / Teaching / Training,SLP-A,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5356025,Economics,NA,5/12/2023,Bachelors,College Humanities & Sciences,Male,NA,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5356026,Speech Language Pathology Asst,NA,5/12/2023,Certificate,College of Health,Female,White/Caucasian,23-May,4/1/2023,submitted,Working,Maricopa County,"Government - Local, State & Federal",Organization,Full-Time,Environmental / Sustainability Mgmt,Environmental Health Specialist,Yes,NA,NA,NA,NA,NA,48000,Annual Salary,0,0,No opinion,None of the above,NA,NA,2,NA,NA,0,0
5356028,Speech Language Pathology Asst,NA,5/12/2023,Certificate,College of Health,Male,Black or African American,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356031,Heavy Equipment Operation,NA,5/1/2027,Certificate,Missoula College,Male,NA,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356035,Speech Language Pathology Asst,NA,5/12/2023,Certificate,College of Health,Female,Latino(a),23-May,8/1/2023,submitted,Working,East Central Independent School District,K-12 Education,Organization,Full-Time,Education / Teaching / Training,Special Education Teacher,Yes,NA,NA,NA,NA,NA,63000,Annual Salary,0,0,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5356042,Speech Language Pathology Asst,NA,5/12/2023,Certificate,College of Health,Female,White/Caucasian,23-May,8/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Continuing Education,NA,NA,NA,NA,NA,This position meets my expectations,None of the above,NA,NA,3,NA,NA,0,0
5356060,Welding Technology,"Pre-Welding Technology, Welding Technology",5/1/2027,Certificate,Missoula College,Male,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356069,Theatre,NA,5/12/2023,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,5/1/2023,submitted,Still Looking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Employment,NA,NA,NA,NA,NA,No opinion,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc), First year course taken during freshman year on college success skills (goal-setting, study skills, campus resources, etc)",No,None of the experiential learning activities I participated in at UM were helpful.,2,1,0,2,1
5359088,Psychology,NA,5/1/2029,Doctorate,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Colorado Therapy & Assessment Center,Healthcare,Organization,Full-Time,Healthcare Services,Postdoctoral Therapist,NA,NA,NA,NA,NA,NA,72800,Hourly Wage,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,5,1
5359089,Speech Language Pathology,NA,5/1/2027,Bachelors,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,Clarkston School District,K-12 Education,Organization,Full-Time,Healthcare Services,Speech Language Pathologist,NA,NA,NA,NA,NA,NA,70000,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,4,1,4,1
5359092,Counselor Education,NA,5/8/2020,Bachelors,College of Education,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359094,Speech Language Pathology,NA,5/1/2027,Masters,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,St. Joseph Regional Medical Center,Healthcare,Organization,Full-Time,Healthcare Services,Speech Language Pathologist,NA,NA,NA,NA,NA,NA,62400,Hourly Wage,10000,0,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project",3,1,0,7,1
5359098,Psychology,NA,5/8/2020,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,7/1/2023,submitted,Working,CARE Counseling,Healthcare,Organization,Full-Time,Healthcare Services,Postdoctoral Fellow,NA,NA,NA,NA,NA,NA,55000,Annual Salary,NA,5000,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism), Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",3,4,1,7,1
5359100,Sociology,NA,5/1/2027,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Working,Other,NA,Organization,Full-Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359102,Law,NA,5/12/2018,Masters,School of Law,Female,White/Caucasian,23-May,5/1/2023,submitted,Working,State of Montana,"Government - Local, State & Federal",Organization,Full-Time,Research,Judicial Clerk,NA,NA,NA,NA,NA,NA,53000,Annual Salary,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",3,3,1,3,1
